item,item_label,shared_class,shared_label
Q18056317,RPL13AP,Q277338,pseudogene
Q18056318,RPL13P,Q277338,pseudogene
Q18056319,RPL8P1,Q277338,pseudogene
Q18056321,HMGA1P5,Q277338,pseudogene
Q18056322,HMGA1P7,Q277338,pseudogene
Q18056324,FAM136BP,Q277338,pseudogene
Q18056325,RPL35AP3,Q277338,pseudogene
Q18056327,RPL36AP5,Q277338,pseudogene
Q18056329,RPL29P4,Q277338,pseudogene
Q18056332,ATP5MFP2,Q277338,pseudogene
Q18056334,UBQLN1P1,Q277338,pseudogene
Q18056336,WASF5P,Q277338,pseudogene
Q18056338,SLC7A5P2,Q277338,pseudogene
Q18056344,KRTAP5-13P,Q277338,pseudogene
Q18056346,KRTAP5-14P,Q277338,pseudogene
Q18056347,MTND2P1,Q277338,pseudogene
Q18056348,VN1R10P,Q277338,pseudogene
Q18056349,VN1R11P,Q277338,pseudogene
Q18056351,VN1R14P,Q277338,pseudogene
Q18056352,VN1R12P,Q277338,pseudogene
Q18056353,VN1R13P,Q277338,pseudogene
Q18056354,H2AC9P,Q277338,pseudogene
Q18056355,H1-12P,Q277338,pseudogene
Q18056356,ZNF322P1,Q277338,pseudogene
Q18056360,USP9YP4,Q277338,pseudogene
Q18056361,USP9YP34,Q277338,pseudogene
Q18056362,USP9YP1,Q277338,pseudogene
Q18056363,USP9YP2,Q277338,pseudogene
Q18056364,USP9YP3,Q277338,pseudogene
Q18056366,GAPDHP16,Q277338,pseudogene
Q18056367,DSTNP1,Q277338,pseudogene
Q18056368,RPL18AP2,Q277338,pseudogene
Q18056369,RPS26P5,Q277338,pseudogene
Q18056372,HCG4P1,Q277338,pseudogene
Q18056373,HCG4P2,Q277338,pseudogene
Q18056374,HCG9P1,Q277338,pseudogene
Q18056375,HCG9P2,Q277338,pseudogene
Q18056376,HCG9P3,Q277338,pseudogene
Q18056380,DNM1P18,Q277338,pseudogene
Q18056381,DNM1P19,Q277338,pseudogene
Q18056382,FGF7P1,Q277338,pseudogene
Q18056384,TPTEP1,Q277338,pseudogene
Q18056387,RAC1P1,Q277338,pseudogene
Q18056388,MAP1LC3P,Q277338,pseudogene
Q18056393,LRRC37A6P,Q277338,pseudogene
Q18056395,PTCHD3P1,Q277338,pseudogene
Q18056397,ARL4AP1,Q277338,pseudogene
Q18056401,XRCC6P1,Q277338,pseudogene
Q18056410,FAM86GP,Q277338,pseudogene
Q18056411,OR52B3P,Q277338,pseudogene
Q18056413,GVINP1,Q277338,pseudogene
Q18056414,RPL21P97,Q277338,pseudogene
Q18056422,OR8G3P,Q277338,pseudogene
Q18056425,RPL13AP20,Q277338,pseudogene
Q18056426,EEF1A1P16,Q277338,pseudogene
Q18056428,OR7A19P,Q277338,pseudogene
Q18056430,RPSAP12,Q277338,pseudogene
Q18056440,OGFOD1P1,Q277338,pseudogene
Q18056441,HNRNPA3P5,Q277338,pseudogene
Q18056442,FABP5P1,Q277338,pseudogene
Q18056446,SERPINA13P,Q277338,pseudogene
Q18056450,RPS8P10,Q277338,pseudogene
Q18056451,IGHV1OR15-1,Q277338,pseudogene
Q18056452,NANOGP8,Q277338,pseudogene
Q18056457,RPSAP55,Q277338,pseudogene
Q18056459,RPL17P5,Q277338,pseudogene
Q18056461,GOLGA2P7,Q277338,pseudogene
Q18056462,UBE2Q2P1,Q277338,pseudogene
Q18056463,FAM149B1P1,Q277338,pseudogene
Q18056467,HERC2P5,Q277338,pseudogene
Q18056470,HNRNPA1P7,Q277338,pseudogene
Q18056482,RPS18P12,Q277338,pseudogene
Q18056484,RPL13P12,Q277338,pseudogene
Q18056485,RPS7P1,Q277338,pseudogene
Q18056492,RPL7P48,Q277338,pseudogene
Q18056497,RPL6P22,Q277338,pseudogene
Q18056499,RPL7AP66,Q277338,pseudogene
Q18053533,EEF1A1P6,Q277338,pseudogene
Q18053545,SLC25A5P3,Q277338,pseudogene
Q18053547,TTC4P1,Q277338,pseudogene
Q18053578,TOB2P1,Q277338,pseudogene
Q18053579,ZKSCAN8P2,Q277338,pseudogene
Q18053583,RPL23P8,Q277338,pseudogene
Q18053600,DEFB109A,Q277338,pseudogene
Q18053607,DEFB117,Q277338,pseudogene
Q18053610,DEFB122,Q277338,pseudogene
Q18053619,TAF13P1,Q277338,pseudogene
Q18053622,ZNF736P3Y,Q277338,pseudogene
Q18053623,TXLNGY,Q277338,pseudogene
Q18053625,TAF9BP1,Q277338,pseudogene
Q18053629,AKR7A2P1,Q277338,pseudogene
Q18053631,IKBKGP1,Q277338,pseudogene
Q18053635,TRBV22OR9-2,Q277338,pseudogene
Q18053636,TRBV26OR9-2,Q277338,pseudogene
Q18053637,TRBVAOR9-2,Q277338,pseudogene
Q18053646,CKS1BP2,Q277338,pseudogene
Q18053647,CKS1BP3,Q277338,pseudogene
Q18053648,YWHAQP2,Q277338,pseudogene
Q18053650,ELOBP1,Q277338,pseudogene
Q18053651,UBE2SP1,Q277338,pseudogene
Q18053652,DYNLL1P1,Q277338,pseudogene
Q18053654,ATP5PDP4,Q277338,pseudogene
Q18053655,PPIHP1,Q277338,pseudogene
Q18053657,YWHAZP4,Q277338,pseudogene
Q18053661,OLA1P1,Q277338,pseudogene
Q18053663,SRP68P2,Q277338,pseudogene
Q18053664,SRP68P1,Q277338,pseudogene
Q18053675,TPM3P1,Q277338,pseudogene
Q18053676,TNPO1P2,Q277338,pseudogene
Q18053681,RPL31P8,Q277338,pseudogene
Q18053693,PCGF7P,Q277338,pseudogene
Q18053704,ELOBP2,Q277338,pseudogene
Q18053713,OR7E39P,Q277338,pseudogene
Q18053721,RPL10AP2,Q277338,pseudogene
Q18053748,ARHGAP42P4,Q277338,pseudogene
Q18053756,MAPK6P2,Q277338,pseudogene
Q18053757,USP12PX,Q277338,pseudogene
Q18053767,RPL9P8,Q277338,pseudogene
Q18053770,REXO1L1P,Q277338,pseudogene
Q18053785,GOLGA2P11,Q277338,pseudogene
Q18053788,TUBB8P9,Q277338,pseudogene
Q18053796,NUP210P1,Q277338,pseudogene
Q18053808,UNC93B6,Q277338,pseudogene
Q18053811,OOSP1,Q277338,pseudogene
Q18053820,SDHAP1,Q277338,pseudogene
Q18053823,ADAM5,Q277338,pseudogene
Q18053830,GET1P1,Q277338,pseudogene
Q18053836,OR4C50P,Q277338,pseudogene
Q18053839,NAPSB,Q277338,pseudogene
Q18053845,RPS2P32,Q277338,pseudogene
Q18053874,PSME2P1,Q277338,pseudogene
Q18053894,MEIS3P2,Q277338,pseudogene
Q18053924,NSUN5P2,Q277338,pseudogene
Q18053925,ALPPP,Q277338,pseudogene
Q18053926,LOC260331,Q277338,pseudogene
Q18053928,ELF2P2,Q277338,pseudogene
Q18053929,ELF2P3,Q277338,pseudogene
Q18053930,UHRF2P1,Q277338,pseudogene
Q18053931,TUBB8P4,Q277338,pseudogene
Q18053932,TFAMP2,Q277338,pseudogene
Q18053933,TFAMP1,Q277338,pseudogene
Q18053934,COPS8P1,Q277338,pseudogene
Q18053944,TVP23CP2,Q277338,pseudogene
Q18053946,NOS2P4,Q277338,pseudogene
Q18053947,SLC25A5P1,Q277338,pseudogene
Q18053948,NDUFA9P1,Q277338,pseudogene
Q18053949,CLCP1,Q277338,pseudogene
Q18053951,EDDM3CP,Q277338,pseudogene
Q18053953,TAS2R12P,Q277338,pseudogene
Q18053954,TAS2R15P,Q277338,pseudogene
Q18053961,ZNF402P,Q277338,pseudogene
Q18053965,EZH2P1,Q277338,pseudogene
Q18053966,PHF2P1,Q277338,pseudogene
Q18053967,POM121L4P,Q277338,pseudogene
Q18053968,ARHGAP42P3,Q277338,pseudogene
Q18053969,FABP5P11,Q277338,pseudogene
Q18053970,BMP6P1,Q277338,pseudogene
Q18053971,SOCS2P2,Q277338,pseudogene
Q18053972,ASH2LP1,Q277338,pseudogene
Q18053974,PSMC6P1,Q277338,pseudogene
Q18053975,HSPA9P1,Q277338,pseudogene
Q18053981,PSMD2P1,Q277338,pseudogene
Q18053982,NUP50P2,Q277338,pseudogene
Q18053983,NUP50P3,Q277338,pseudogene
Q18053986,AK2P1,Q277338,pseudogene
Q18053987,CABYRP1,Q277338,pseudogene
Q18053988,PIPSL,Q277338,pseudogene
Q18053993,PGBD3P2,Q277338,pseudogene
Q18053994,PGBD3P3,Q277338,pseudogene
Q18053995,PGBD3P4,Q277338,pseudogene
Q18053996,RPS9P2,Q277338,pseudogene
Q18053999,HLA-DPA3,Q277338,pseudogene
Q18054000,HLA-N,Q277338,pseudogene
Q18054001,HLA-S,Q277338,pseudogene
Q18054002,HLA-X,Q277338,pseudogene
Q18054003,HLA-Z,Q277338,pseudogene
Q18054005,SOCS2P1,Q277338,pseudogene
Q45790,One Billion Rising,Q273120,protest
Q30253388,2017–2018 Russian protests,Q273120,protest
Q136564791,high-school blockade,Q273120,protest
Q1477535,Passive repeater,Q273693,repeater
Q99231745,Maison Kayser,Q274393,bakery
Q18026972,HLA-DRB8,Q277338,pseudogene
Q18026977,HLA-DRB9,Q277338,pseudogene
Q18026983,HLA-H,Q277338,pseudogene
Q18026985,HLA-J,Q277338,pseudogene
Q18026988,HLA-K,Q277338,pseudogene
Q18026991,HLA-L,Q277338,pseudogene
Q18027017,HMGN2P11,Q277338,pseudogene
Q18027020,HMGN2P12,Q277338,pseudogene
Q18027089,RBMXP1,Q277338,pseudogene
Q18027254,HPRT1P2,Q277338,pseudogene
Q18027258,HPRT1P3,Q277338,pseudogene
Q18027356,HSPA7,Q277338,pseudogene
Q18027361,HSPA8P1,Q277338,pseudogene
Q18027372,HSP90AA3P,Q277338,pseudogene
Q18027375,HSP90AA4P,Q277338,pseudogene
Q18027378,HSP90AA2P,Q277338,pseudogene
Q18027384,HSP90AB3P,Q277338,pseudogene
Q18027387,HSPD1P3,Q277338,pseudogene
Q18027562,IDSP1,Q277338,pseudogene
Q18027628,IFNA22P,Q277338,pseudogene
Q18027648,IFNA11P,Q277338,pseudogene
Q18027651,IFNA20P,Q277338,pseudogene
Q18027660,IFNWP19,Q277338,pseudogene
Q18027708,IGHEP1,Q277338,pseudogene
Q18027710,IGHEP2,Q277338,pseudogene
Q18027723,IGHGP,Q277338,pseudogene
Q18027740,RBPJP2,Q277338,pseudogene
Q18027748,IGKV1OR1-1,Q277338,pseudogene
Q18027754,IGKV3OR22-2,Q277338,pseudogene
Q18027756,IGKV2OR22-3,Q277338,pseudogene
Q18027759,IGKV1OR22-1,Q277338,pseudogene
Q18027762,IGKV1OR2-1,Q277338,pseudogene
Q18027764,IGKV1OR-2,Q277338,pseudogene
Q18027767,IGKV1OR-4,Q277338,pseudogene
Q18027783,IGLC4,Q277338,pseudogene
Q18027786,IGLC5,Q277338,pseudogene
Q18027790,IGLC6,Q277338,pseudogene
Q18027796,IGLL2P,Q277338,pseudogene
Q18027839,IL6STP1,Q277338,pseudogene
Q18027852,CXCR2P1,Q277338,pseudogene
Q18027970,EIF3EP1,Q277338,pseudogene
Q18028110,ANOS2P,Q277338,pseudogene
Q18028366,KRASP1,Q277338,pseudogene
Q18028377,KRT18P11,Q277338,pseudogene
Q18028381,KRT18P1,Q277338,pseudogene
Q18028474,RPSAP13,Q277338,pseudogene
Q18028476,RPSAP14,Q277338,pseudogene
Q18028502,LDHAP1,Q277338,pseudogene
Q18028507,LDHBP2,Q277338,pseudogene
Q18028767,MARCKSP1,Q277338,pseudogene
Q18028956,CD46P1,Q277338,pseudogene
Q18029002,MEF2AP1,Q277338,pseudogene
Q18029019,MEIS3P1,Q277338,pseudogene
Q18029126,MICD,Q277338,pseudogene
Q18029128,MICE,Q277338,pseudogene
Q18029283,MRE11P1,Q277338,pseudogene
Q18029445,MSNP1,Q277338,pseudogene
Q18029484,MT1JP,Q277338,pseudogene
Q18029490,MT1L,Q277338,pseudogene
Q18029497,MT2P1,Q277338,pseudogene
Q18029539,MTHFD1P1,Q277338,pseudogene
Q18029545,MTL3P,Q277338,pseudogene
Q18029652,MTX1P1,Q277338,pseudogene
Q18029716,MYCLP1,Q277338,pseudogene
Q18029909,NDUFA5P1,Q277338,pseudogene
Q18029997,NDUFV2P1,Q277338,pseudogene
Q18030062,NF1P3,Q277338,pseudogene
Q18030064,NF1P5,Q277338,pseudogene
Q18030195,NPM1P1,Q277338,pseudogene
Q18030196,NPM1P2,Q277338,pseudogene
Q18030197,NPM1P3,Q277338,pseudogene
Q18030198,NPM1P5,Q277338,pseudogene
Q18030200,NPM1P6,Q277338,pseudogene
Q18030211,NPY6R,Q277338,pseudogene
Q18030225,NTF6A,Q277338,pseudogene
Q18030226,NTF6B,Q277338,pseudogene
Q18030227,NTF6G,Q277338,pseudogene
Q18030254,OATP1,Q277338,pseudogene
Q18030261,ODCP,Q277338,pseudogene
Q18030363,PBX2P1,Q277338,pseudogene
Q18030503,PGK1P1,Q277338,pseudogene
Q18030505,PGK1P2,Q277338,pseudogene
Q18030512,PHB1P1,Q277338,pseudogene
Q18030519,PHKBP1,Q277338,pseudogene
Q18030520,PHKBP2,Q277338,pseudogene
Q18030523,PHKG1P3,Q277338,pseudogene
Q18030538,PIGAP1,Q277338,pseudogene
Q18030540,PIGCP1,Q277338,pseudogene
Q18030542,PIGFP1,Q277338,pseudogene
Q18030557,PIN1P1,Q277338,pseudogene
Q18030612,PMCHL1,Q277338,pseudogene
Q18030613,PMCHL2,Q277338,pseudogene
Q18030621,PMS2P1,Q277338,pseudogene
Q18030622,PMS2P2,Q277338,pseudogene
Q18030623,PMS2P4,Q277338,pseudogene
Q18030624,PMS2P5,Q277338,pseudogene
Q18030625,PMS2P3,Q277338,pseudogene
Q18030687,PPIAP11,Q277338,pseudogene
Q18030688,PPIAP13,Q277338,pseudogene
Q18030690,PPIAP14,Q277338,pseudogene
Q18038904,IGHV7-34-1,Q277338,pseudogene
Q18038905,IGHV7-27,Q277338,pseudogene
Q18038908,IGHV5-78,Q277338,pseudogene
Q18038911,IGHV4-80,Q277338,pseudogene
Q18038914,IGHV4-55,Q277338,pseudogene
Q18038925,IGHV3-69-1,Q277338,pseudogene
Q18038927,IGHV3-79,Q277338,pseudogene
Q18038928,IGHV3-76,Q277338,pseudogene
Q18038929,IGHV3-75,Q277338,pseudogene
Q18038933,IGHV3-71,Q277338,pseudogene
Q18038935,IGHV3-65,Q277338,pseudogene
Q18038937,IGHV3-63,Q277338,pseudogene
Q18038938,IGHV3-62,Q277338,pseudogene
Q18038939,IGHV3-60,Q277338,pseudogene
Q18038940,IGHV3-57,Q277338,pseudogene
Q18038941,IGHV3-54,Q277338,pseudogene
Q18038945,IGHV3-52,Q277338,pseudogene
Q18038946,IGHV3-50,Q277338,pseudogene
Q18038949,IGHV3-47,Q277338,pseudogene
Q18038951,IGHV3-42,Q277338,pseudogene
Q18038953,IGHV3-41,Q277338,pseudogene
Q18038956,IGHV3-37,Q277338,pseudogene
Q18038957,IGHV3-36,Q277338,pseudogene
Q18038959,IGHV3-33-2,Q277338,pseudogene
Q18038961,IGHV3-32,Q277338,pseudogene
Q18038962,IGHV3-30-2,Q277338,pseudogene
Q18038965,IGHV3-29,Q277338,pseudogene
Q18038966,IGHV3-25,Q277338,pseudogene
Q18038969,IGHV3-22,Q277338,pseudogene
Q18038972,IGHV3-19,Q277338,pseudogene
Q18038980,IGHV3-6,Q277338,pseudogene
Q18038983,IGHV2-10,Q277338,pseudogene
Q18038988,IGHV1-68,Q277338,pseudogene
Q18038989,IGHV1-67,Q277338,pseudogene
Q18038996,IGHV1-17,Q277338,pseudogene
Q18038997,IGHV1-14,Q277338,pseudogene
Q18038998,IGHV1-12,Q277338,pseudogene
Q18039006,IGHJ3P,Q277338,pseudogene
Q18039008,IGHJ2P,Q277338,pseudogene
Q18039010,IGHJ1P,Q277338,pseudogene
Q18039061,TRBV23OR9-2,Q277338,pseudogene
Q18039062,TRBVB,Q277338,pseudogene
Q18039063,TRBVA,Q277338,pseudogene
Q18039069,TRBV26,Q277338,pseudogene
Q18039073,TRBV23-1,Q277338,pseudogene
Q18039074,TRBV22-1,Q277338,pseudogene
Q18039075,TRBV21-1,Q277338,pseudogene
Q18039080,TRBV16,Q277338,pseudogene
Q18039087,TRBV12-2,Q277338,pseudogene
Q18039089,TRBV12-1,Q277338,pseudogene
Q18039100,TRBV8-2,Q277338,pseudogene
Q18039101,TRBV8-1,Q277338,pseudogene
Q18039106,TRBV7-5,Q277338,pseudogene
Q18039111,TRBV7-1,Q277338,pseudogene
Q18039127,TRBV5-3,Q277338,pseudogene
Q18039128,TRBV5-2,Q277338,pseudogene
Q18039133,TRBV3-2,Q277338,pseudogene
Q18039136,TRBV1,Q277338,pseudogene
Q18039142,TRBJ2-2P,Q277338,pseudogene
Q18039162,TRAV37,Q277338,pseudogene
Q18039166,TRAV33,Q277338,pseudogene
Q18039167,TRAV32,Q277338,pseudogene
Q18039169,TRAV31,Q277338,pseudogene
Q18039172,TRAV28,Q277338,pseudogene
Q18039189,TRAV15,Q277338,pseudogene
Q18039198,TRAV11,Q277338,pseudogene
Q18039205,TRAV8-5,Q277338,pseudogene
Q18039218,TRAJ60,Q277338,pseudogene
Q18039224,TRAJ55,Q277338,pseudogene
Q18039228,TRAJ51,Q277338,pseudogene
Q18039287,IGLV8OR8-1,Q277338,pseudogene
Q18039289,IGLVV-58,Q277338,pseudogene
Q18039290,IGLVIV-65,Q277338,pseudogene
Q18039291,IGLVIV-64,Q277338,pseudogene
Q18039292,IGLVIV-59,Q277338,pseudogene
Q18039293,IGLVIV-53,Q277338,pseudogene
Q18039294,IGLVI-70,Q277338,pseudogene
Q18039295,IGLVI-68,Q277338,pseudogene
Q18039298,IGLVI-63,Q277338,pseudogene
Q18039299,IGLVI-56,Q277338,pseudogene
Q18039301,IGLVI-42,Q277338,pseudogene
Q18039302,IGLVI-38,Q277338,pseudogene
Q18039303,IGLVI-20,Q277338,pseudogene
Q18039305,IGLV10-67,Q277338,pseudogene
Q18039312,IGLV7-35,Q277338,pseudogene
Q18039326,IGLV3-31,Q277338,pseudogene
Q18039327,IGLV3-30,Q277338,pseudogene
Q18039328,IGLV3-29,Q277338,pseudogene
Q18039331,IGLV3-26,Q277338,pseudogene
Q18039333,IGLV3-24,Q277338,pseudogene
Q18039339,IGLV3-17,Q277338,pseudogene
Q18039341,IGLV3-15,Q277338,pseudogene
Q18039342,IGLV3-13,Q277338,pseudogene
Q18039349,IGLV3-7,Q277338,pseudogene
Q18039350,IGLV3-6,Q277338,pseudogene
Q18039352,IGLV3-4,Q277338,pseudogene
Q18039353,IGLV3-2,Q277338,pseudogene
Q18039358,IGLV2-34,Q277338,pseudogene
Q18039362,IGLV2-28,Q277338,pseudogene
Q18039369,IGLV2-5,Q277338,pseudogene
Q18056501,LYPLA2P2,Q277338,pseudogene
Q18056502,C3P1,Q277338,pseudogene
Q18056505,CYP4F24P,Q277338,pseudogene
Q18056507,RPSAP58,Q277338,pseudogene
Q18056509,RPL21P131,Q277338,pseudogene
Q18056514,CEACAM22P,Q277338,pseudogene
Q18056521,RPS9P4,Q277338,pseudogene
Q18056530,TUBB8P11,Q277338,pseudogene
Q18056536,HS6ST1P1,Q277338,pseudogene
Q18056537,SDHDP7,Q277338,pseudogene
Q18056541,RPL21P20,Q277338,pseudogene
Q18056557,RPSAP18,Q277338,pseudogene
Q18056558,FMO6P,Q277338,pseudogene
Q18056565,OR14A2,Q277338,pseudogene
Q18056566,OR2M1P,Q277338,pseudogene
Q18056574,RPS10P29,Q277338,pseudogene
Q18056576,OGFRP1,Q277338,pseudogene
Q18056577,RPL5P34,Q277338,pseudogene
Q18056579,PSMC1P10,Q277338,pseudogene
Q18056588,FUNDC2P2,Q277338,pseudogene
Q18056590,SLC9B1P2,Q277338,pseudogene
Q18056594,HNRNPKP2,Q277338,pseudogene
Q18056601,RPL23AP43,Q277338,pseudogene
Q18056602,RPS27P4,Q277338,pseudogene
Q18056608,ACTL11P,Q277338,pseudogene
Q18056612,RPS10P10,Q277338,pseudogene
Q18056614,ARMC10P1,Q277338,pseudogene
Q18056615,RPSAP29,Q277338,pseudogene
Q18056616,OR7E130P,Q277338,pseudogene
Q18056619,RPL21P39,Q277338,pseudogene
Q18056621,CPHL1P,Q277338,pseudogene
Q18056624,SETP14,Q277338,pseudogene
Q18056627,EEF1A1P8,Q277338,pseudogene
Q18056633,SETP20,Q277338,pseudogene
Q18056634,EEF1A1P35,Q277338,pseudogene
Q18056635,NACA3P,Q277338,pseudogene
Q18056636,VTI1BP2,Q277338,pseudogene
Q18056639,ISCA1P1,Q277338,pseudogene
Q18056641,HNRNPKP1,Q277338,pseudogene
Q18056645,RPL10P9,Q277338,pseudogene
Q18056652,LAP3P2,Q277338,pseudogene
Q18056653,HNRNPA3P4,Q277338,pseudogene
Q18056656,RPL9P18,Q277338,pseudogene
Q18056657,BDH2P1,Q277338,pseudogene
Q18056661,PA2G4P5,Q277338,pseudogene
Q18056662,RPL5P18,Q277338,pseudogene
Q18056665,RPL27AP6,Q277338,pseudogene
Q18056667,RPS26P32,Q277338,pseudogene
Q18056671,OR7E38P,Q277338,pseudogene
Q18056676,STRADBP1,Q277338,pseudogene
Q18056678,FAM90A3P,Q277338,pseudogene
Q18056679,OR7E125P,Q277338,pseudogene
Q18056680,FAM90A6P,Q277338,pseudogene
Q18056681,OR7E161P,Q277338,pseudogene
Q18056682,FAM90A15P,Q277338,pseudogene
Q18056683,ZNF705CP,Q277338,pseudogene
Q18056684,FAM90A25P,Q277338,pseudogene
Q18056687,RPL5P22,Q277338,pseudogene
Q18056690,ASNSP1,Q277338,pseudogene
Q18056691,RPL29P19,Q277338,pseudogene
Q18056693,SEPTIN10P1,Q277338,pseudogene
Q18056696,HNRNPA1P4,Q277338,pseudogene
Q18056701,FAM205BP,Q277338,pseudogene
Q18056704,ADGRF5P1,Q277338,pseudogene
Q18056706,MEP1AP3,Q277338,pseudogene
Q18056707,AQP7P2,Q277338,pseudogene
Q18056712,TPT1P9,Q277338,pseudogene
Q18056723,FTH1P19,Q277338,pseudogene
Q18056724,GAPDHP65,Q277338,pseudogene
Q18056727,CENPVL1,Q277338,pseudogene
Q18056729,SERBP1P1,Q277338,pseudogene
Q18056730,SEPHS1P4,Q277338,pseudogene
Q18056732,PA2G4P1,Q277338,pseudogene
Q18056734,XRCC6P2,Q277338,pseudogene
Q18056736,AKR1C6P,Q277338,pseudogene
Q18056737,PRPF38AP1,Q277338,pseudogene
Q18056739,MKNK2P1,Q277338,pseudogene
Q18056740,GAPDHP21,Q277338,pseudogene
Q18056741,ACTBP14,Q277338,pseudogene
Q18056742,RPA2P2,Q277338,pseudogene
Q18056743,RPL7P34,Q277338,pseudogene
Q18056744,NIP7P1,Q277338,pseudogene
Q18056745,GUCY2GP,Q277338,pseudogene
Q18056746,PPIAP19,Q277338,pseudogene
Q18056747,TOMM22P5,Q277338,pseudogene
Q18056749,OR6L1P,Q277338,pseudogene
Q18056750,OR4F2P,Q277338,pseudogene
Q18056751,OR55B1P,Q277338,pseudogene
Q18056752,SSU72P2,Q277338,pseudogene
Q18056754,SSU72P7,Q277338,pseudogene
Q18056755,OR51R1P,Q277338,pseudogene
Q18056756,OR52K3P,Q277338,pseudogene
Q18056760,OR51A9P,Q277338,pseudogene
Q18056761,OR51F5P,Q277338,pseudogene
Q18056762,OR51C4P,Q277338,pseudogene
Q18056763,OR51F3P,Q277338,pseudogene
Q18056764,OR51F4P,Q277338,pseudogene
Q18056765,OR51A6P,Q277338,pseudogene
Q18056766,OR52A4P,Q277338,pseudogene
Q18056776,OR56B2P,Q277338,pseudogene
Q18054007,PSMD7P1,Q277338,pseudogene
Q18054008,PSMD10P2,Q277338,pseudogene
Q18054009,IGBP1P1,Q277338,pseudogene
Q18054010,SSX6P,Q277338,pseudogene
Q18054012,SSX8P,Q277338,pseudogene
Q18054013,SSX9P,Q277338,pseudogene
Q18054014,EIF1AXP1,Q277338,pseudogene
Q18054021,NASPP1,Q277338,pseudogene
Q18054022,DIS3L2P1,Q277338,pseudogene
Q18054024,OR7E103P,Q277338,pseudogene
Q18054026,OR7E149P,Q277338,pseudogene
Q18054028,OR10AF1P,Q277338,pseudogene
Q18054031,OR8V1P,Q277338,pseudogene
Q18054032,OR8G7P,Q277338,pseudogene
Q18054033,OR5BT1P,Q277338,pseudogene
Q18054034,OR8T1P,Q277338,pseudogene
Q18054035,OR11P1P,Q277338,pseudogene
Q18054036,OR7E148P,Q277338,pseudogene
Q18054042,MAPK6P6,Q277338,pseudogene
Q18054050,NUTM2E,Q277338,pseudogene
Q18054051,EIF2S2P3,Q277338,pseudogene
Q18054061,KRT8P41,Q277338,pseudogene
Q18054064,OR52Z1P,Q277338,pseudogene
Q18054066,RPS25P1,Q277338,pseudogene
Q18054083,OR5AZ1P,Q277338,pseudogene
Q18054089,FNTAP1,Q277338,pseudogene
Q18054097,TRIM51FP,Q277338,pseudogene
Q18054106,HSPD1P12,Q277338,pseudogene
Q18054109,RPL13P5,Q277338,pseudogene
Q18054119,SUCLG2P2,Q277338,pseudogene
Q18054122,RPL29P12,Q277338,pseudogene
Q18054132,NME2P1,Q277338,pseudogene
Q18054146,OR7E156P,Q277338,pseudogene
Q18054147,SUGT1P3,Q277338,pseudogene
Q18054151,TERF1P5,Q277338,pseudogene
Q18054157,UBE2L1,Q277338,pseudogene
Q18054158,RPL21P9,Q277338,pseudogene
Q18054173,BTF3P2,Q277338,pseudogene
Q18054177,HMGN2P46,Q277338,pseudogene
Q18054187,SYNGR2P1,Q277338,pseudogene
Q18054188,UBE2CP4,Q277338,pseudogene
Q18054192,ELOCP2,Q277338,pseudogene
Q18054194,HERC2P3,Q277338,pseudogene
Q18054199,GOLGA8IP,Q277338,pseudogene
Q18054223,PKD1P2,Q277338,pseudogene
Q18054224,PDXDC2P-NPIPB14P,Q277338,pseudogene
Q18054242,CCDC144BP,Q277338,pseudogene
Q18054244,RPL29P31,Q277338,pseudogene
Q18054250,KRT18P55,Q277338,pseudogene
Q18054254,YWHAEP7,Q277338,pseudogene
Q18054259,KRT42P,Q277338,pseudogene
Q18054265,POLRMTP1,Q277338,pseudogene
Q18054270,KRT17P6,Q277338,pseudogene
Q18054271,RNASEH1P1,Q277338,pseudogene
Q18054275,RPL36AP49,Q277338,pseudogene
Q18054277,CYP4F35P,Q277338,pseudogene
Q18054286,RSL24D1P11,Q277338,pseudogene
Q18054309,SIGLEC17P,Q277338,pseudogene
Q18054318,RPL10P16,Q277338,pseudogene
Q18054360,PTGES3P1,Q277338,pseudogene
Q18054369,ESPNP,Q277338,pseudogene
Q18054376,FTLP3,Q277338,pseudogene
Q18054379,FRG1BP,Q277338,pseudogene
Q18054381,RPL13AP7,Q277338,pseudogene
Q18054388,RPL23AP82,Q277338,pseudogene
Q18054391,RHOQP3,Q277338,pseudogene
Q18054395,MRPL36P1,Q277338,pseudogene
Q18054401,RPL18AP6,Q277338,pseudogene
Q18054404,MED15P9,Q277338,pseudogene
Q18054405,AHCTF1P1,Q277338,pseudogene
Q18054413,PLGLA,Q277338,pseudogene
Q18054425,RPL31P18,Q277338,pseudogene
Q18054434,UNC93B3,Q277338,pseudogene
Q18054439,PABPC1P10,Q277338,pseudogene
Q18054445,UBQLN4P1,Q277338,pseudogene
Q18054461,PDCL3P4,Q277338,pseudogene
Q18054487,ALG1L9P,Q277338,pseudogene
Q18054489,TOX4P1,Q277338,pseudogene
Q18054491,MRPL42P1,Q277338,pseudogene
Q18054562,NBPF22P,Q277338,pseudogene
Q18054564,INTS6P1,Q277338,pseudogene
Q18054571,SUDS3P1,Q277338,pseudogene
Q18054592,ACKR4P1,Q277338,pseudogene
Q18054594,TPT1P4,Q277338,pseudogene
Q18054609,RPL39P3,Q277338,pseudogene
Q18054617,SUMO2P1,Q277338,pseudogene
Q18054625,COX6A1P2,Q277338,pseudogene
